#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2017-09-06T20:41:36 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ59b05d086866	
#INFO	-out.max=1000	
#INFO	queryParameters=35	
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/A+A/559/A43&tab:{J/A+A/559/A43/table6}&key:source=J/A+A/559/A43/table6&HTTPPRM:&&-ref=VIZ59b05d086866&-out.max=1000&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-out.src=J/A+A/559/A43/table6&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Seq&-out=RAJ2000&-out=DEJ2000&-out=pmRA&-out=pmDE&-out=plx&-out=rc&-out=RV&-out=Vpar&-out=Vperp&Vperp=< 2 & >-2&-out=M&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Kmag&-out=e_Kmag&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-sort=_r
#-order=I
#-out.src=J/A+A/559/A43/table6
#-sort=_r
#-source=J/A+A/559/A43/table6
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=plx
#-out=rc
#-out=RV
#-out=Vpar
#-out=Vperp
#Vperp=< 2 & >-2
#-out=M
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#

#RESOURCE=yCat_35590043
#Name: J/A+A/559/A43
#Title: Pan-STARRS1 (PS1) observations of the Hyades (Goldman+, 2013)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_559_A43_table6:
#Name: J/A+A/559/A43/table6
#Title: Photometric and kinematic parameters for 773 Hyades member candidates
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Seq	(I8)	Identifier (Seq<=724 ix from Roeser et al. 2011, J/A+A/531/A92)	[ucd=meta.id]
#Column	RAJ2000	(F11.7)	PPMXL Right Ascension (J2000.0, epoch 2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	PPMXL Declination (J2000.0, epoch 2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F6.2)	PPMXL Proper Motion in RA*cos(DEdeg)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.2)	PPMXL Proper Motion in Dec	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F5.2)	Secular parallax	[ucd=pos.parallax]
#Column	rc	(F5.2)	[0/30] Distance from the cluster centre	[ucd=phys.size.radius]
#Column	RV	(F5.2)	[16/46] Predicted radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	Vpar	(F5.2)	[5/43] Tangential velocity in direction of the convergent point	[ucd=phys.veloc.transverse]
#Column	Vperp	(F5.2)	[-5/4] Tangential velocity in direction perpendicular to the convergent point	[ucd=phys.veloc.transverse]
#Column	M	(F5.2)	[0.09/2.6] Mass of the star	[ucd=phys.mass]
#Column	Jmag	(F6.3)	2MASS J band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	Error of Jmag	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	2MASS H band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	Error of Hmag	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	2MASS Ks band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F6.3)	Error of Kmag	[ucd=stat.error;phot.mag;em.IR.K]
_RAJ2000	_DEJ2000	Seq	RAJ2000	DEJ2000	pmRA	pmDE	plx	rc	RV	Vpar	Vperp	M	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag
085.637476	-11.859614	     707	085.6374756	-11.8596139	 71.51	 103.32	34.92	27.66	42.06	17.06	-0.23	 0.12	11.916	 0.021	11.372	 0.023	11.048	 0.021
085.889440	+08.929728	     708	085.8894397	+08.9297275	 37.96	 -10.13	19.59	17.44	44.39	 9.48	-0.76	 0.57	 9.789	 0.021	 9.106	 0.021	 8.932	 0.022
085.914002	+23.550682	     709	085.9140025	+23.5506822	 57.80	-102.47	34.92	21.37	42.53	15.87	-1.80	 0.12	12.141	 0.024	11.501	 0.022	11.191	 0.018
087.725382	+06.156721	     710	087.7253825	+06.1567208	 26.16	   5.75	15.83	27.19	44.69	 7.91	 1.31	 0.81	 8.873	 0.027	 8.457	 0.036	 8.277	 0.018
087.848083	+15.551154	     711	087.8480833	+15.5511542	 26.76	 -31.69	18.68	18.70	44.18	10.41	-1.54	 0.25	11.850	 0.022	11.230	 0.020	10.952	 0.017
088.197496	+29.770208	     712	088.1974964	+29.7702081	 23.75	 -60.74	16.18	26.59	41.17	19.10	-0.63	 1.05	 7.705	 0.019	 7.350	 0.024	 7.262	 0.017
088.222930	+05.774789	     713	088.2229303	+05.7747886	 30.17	   1.33	18.94	21.07	44.76	 7.55	-0.38	 0.58	 9.756	 0.021	 9.133	 0.024	 8.942	 0.023
088.526629	+25.694134	     714	088.5266292	+25.6941342	 36.37	 -70.39	23.02	17.25	42.36	16.31	 0.23	 0.56	 9.513	 0.022	 8.873	 0.021	 8.652	 0.018
088.665443	-02.806303	     715	088.6654433	-02.8063031	 28.19	  24.51	17.14	28.57	44.21	10.29	-0.87	 0.41	11.044	 0.024	10.388	 0.023	10.169	 0.023
089.095086	+28.639344	     716	089.0950864	+28.6393439	 21.01	 -58.57	16.26	26.50	41.61	18.13	-0.77	 0.21	12.410	 0.020	11.820	 0.022	11.567	 0.018
089.211361	+15.271056	     717	089.2113611	+15.2710556	 20.58	 -23.07	15.36	27.63	44.38	 9.52	-0.57	 0.29	11.973	 0.022	11.425	 0.021	11.133	 0.020
089.831588	-09.309333	     718	089.8315881	-09.3093333	 32.81	  89.68	32.43	27.20	43.22	13.86	 1.65	 0.20	10.975	 0.026	10.405	 0.024	10.124	 0.023
091.345465	+23.730387	     721	091.3454653	+23.7303875	 29.14	 -54.37	20.43	19.78	43.11	14.20	 1.80	 0.12	13.164	 0.023	12.556	 0.022	12.252	 0.020
091.647156	+11.452702	     722	091.6471558	+11.4527022	 23.22	 -13.43	20.45	20.25	44.97	 6.16	 0.87	 0.65	 9.166	 0.030	 8.535	 0.036	 8.389	 0.019
092.574006	+22.572114	     723	092.5740064	+22.5721144	 31.60	-117.67	44.04	27.38	43.46	13.09	-0.76	 0.26	 9.876	 0.021	 9.350	 0.022	 9.044	 0.018
093.327811	+11.369692	     724	093.3278106	+11.3696917	 19.36	 -20.59	25.99	20.54	45.10	 5.16	 0.00	 0.60	 9.073	 0.021	 8.363	 0.044	 8.154	 0.027
058.505771	+23.276066	 1221246	058.5057708	+23.2760664	192.23	 -66.28	32.20	16.74	34.10	29.95	-0.80	 0.10	13.122	 0.022	12.421	 0.023	11.997	 0.018
077.997522	+11.328261	 6687099	077.9975222	+11.3282606	 55.70	 -18.46	17.70	14.69	42.60	15.63	-1.76	 0.15	13.326	 0.024	12.761	 0.035	12.211	 0.024
069.743717	+15.661447	 7275829	069.7437169	+15.6614469	 90.76	 -26.25	20.40	 3.52	39.70	21.98	-0.40	 0.13	13.128	 0.026	12.550	 0.027	12.203	 0.025
089.151847	+12.136275	 8422671	089.1518469	+12.1362750	 20.42	 -14.92	14.90	29.66	44.70	 8.03	-0.56	 0.23	12.616	 0.021	12.009	 0.019	11.734	 0.019
098.793898	+29.205351	11778430	098.7938978	+29.2053508	 -2.47	 -67.68	18.40	28.48	41.90	17.47	 0.13	 0.34	11.369	 0.021	10.740	 0.022	10.498	 0.018
065.456565	+19.485724	14607298	065.4565653	+19.4857242	124.54	 -47.61	24.90	 6.64	37.60	25.36	-1.34	 0.14	12.711	 0.021	12.060	 0.022	11.668	 0.020
060.821638	-01.821701	15724709	060.8216381	-01.8217011	146.81	  41.01	25.90	16.29	35.80	27.87	 1.19	 0.20	11.602	 0.022	10.988	 0.022	10.748	 0.023
079.731167	+08.454072	15889716	079.7311667	+08.4540719	 51.05	  -9.79	17.40	17.25	43.20	14.05	-1.52	 0.15	13.108	 0.026	12.512	 0.032	12.239	 0.023
066.904588	+20.944118	16128717	066.9045883	+20.9441181	 88.76	 -36.36	18.30	 9.06	38.00	24.84	-0.49	 0.15	13.088	 0.023	12.455	 0.022	12.074	 0.023
055.228921	+19.496506	18117884	055.2289211	+19.4965061	162.69	 -31.79	25.20	10.96	33.00	31.13	 0.20	 0.11	13.217	 0.022	12.608	 0.026	12.241	 0.021
062.776743	+12.796728	19865472	062.7767428	+12.7967281	125.36	 -17.58	23.00	 5.36	37.20	26.07	-0.53	 0.14	12.692	 0.025	12.128	 0.038	11.842	 0.033
046.008573	+00.764219	19936090	046.0085733	+00.7642192	249.25	  32.08	33.30	23.49	27.90	35.77	-0.27	 0.15	11.806	 0.026	11.216	 0.027	10.884	 0.024
084.237418	+08.756795	25269394	084.2374183	+08.7567950	 33.37	  -9.86	15.30	26.14	44.10	10.70	-1.55	 0.14	13.602	 0.030	13.025	 0.027	12.671	 0.030
068.965681	+12.255554	25743774	068.9656811	+12.2555536	 93.32	 -20.39	20.50	 4.62	39.70	22.01	-1.43	 0.11	13.676	 0.024	13.129	 0.028	12.675	 0.026
064.774091	+17.573186	29116857	064.7740914	+17.5731858	100.14	 -25.89	19.30	 5.89	37.60	25.42	 0.09	 0.19	12.446	 0.022	11.865	 0.023	11.512	 0.022
064.557367	+25.660964	29634667	064.5573669	+25.6609639	106.42	 -56.23	20.90	 7.76	36.20	27.33	-1.27	 0.15	12.854	 0.020	12.230	 0.026	11.862	 0.022
069.242231	+23.277376	32159294	069.2422311	+23.2773756	 90.13	 -44.89	19.80	 7.14	38.40	24.15	 0.11	 0.12	13.529	 0.022	12.907	 0.024	12.568	 0.022
077.171414	+14.744380	35299904	077.1714136	+14.7443803	 46.77	 -18.87	14.10	26.32	42.10	16.89	-0.66	 0.20	13.037	 0.027	12.486	 0.030	12.113	 0.022
056.881561	+12.019726	36561706	056.8815614	+12.0197256	140.65	 -13.79	22.60	 8.90	34.40	29.61	-0.89	 0.15	12.612	 0.022	12.014	 0.021	11.643	 0.021
065.434885	+20.402927	38187961	065.4348853	+20.4029267	101.25	 -38.79	20.10	 4.82	37.50	25.57	-0.80	 0.12	13.494	 0.024	12.862	 0.027	12.508	 0.024
068.806471	+20.133708	39142176	068.8064706	+20.1337081	 98.96	 -32.66	21.00	 3.41	38.80	23.53	 1.39	 0.11	13.705	 0.025	12.986	 0.021	12.613	 0.022
072.463446	-16.541926	41427875	072.4634461	-16.5419261	 90.07	  74.23	21.70	26.73	37.60	25.46	-0.52	 0.24	11.677	 0.023	11.039	 0.024	10.770	 0.022
098.546172	+35.866781	42390878	098.5461725	+35.8667814	 -5.85	 -94.81	20.30	27.98	39.60	22.20	-0.80	 0.19	12.313	 0.024	11.733	 0.022	11.422	 0.022
102.498702	+39.434874	45129989	102.4987017	+39.4348736	-23.61	-120.40	23.40	29.37	38.00	24.80	-1.11	 0.36	10.734	 0.022	10.122	 0.021	 9.844	 0.018
075.828111	+16.516298	46287705	075.8281106	+16.5162975	 58.50	 -26.14	16.60	15.73	41.60	18.24	-0.60	 0.17	12.944	 0.023	12.326	 0.021	12.004	 0.022
080.698893	+43.630406	47103890	080.6988928	+43.6304061	 63.47	-108.18	20.40	24.29	34.80	29.16	 1.69	 0.31	11.311	 0.023	10.672	 0.032	10.415	 0.023
067.818192	+15.003366	48015989	067.8181917	+15.0033661	104.84	 -19.96	21.90	 1.62	39.10	23.11	 0.77	 0.15	12.629	 0.023	12.070	 0.027	11.715	 0.023
075.162296	+24.382807	48289944	075.1622956	+24.3828072	 65.61	 -52.45	18.60	11.91	40.00	21.36	-1.14	 0.14	13.089	 0.021	12.546	 0.023	12.175	 0.017
055.190969	+17.579924	49062576	055.1909692	+17.5799242	156.59	 -30.29	24.40	10.19	33.20	30.95	-0.84	 0.14	12.698	 0.021	12.061	 0.023	11.728	 0.020
080.909271	-14.050594	51740328	080.9092706	-14.0505944	107.03	 147.14	42.30	29.72	40.60	20.32	 1.48	 0.09	13.084	 0.024	12.220	 0.022	11.638	 0.027
065.441169	+20.395722	54513073	065.4411692	+20.3957222	 94.84	 -33.26	18.60	 8.10	37.50	25.56	-0.07	 0.11	13.940	 0.026	13.349	 0.024	12.926	 0.028
075.165462	+09.126110	57788281	075.1654617	+09.1261103	 51.85	  -5.25	14.20	26.55	41.90	17.43	-0.30	 0.19	13.091	 0.036	12.498	 0.042	12.190	 0.025
044.871278	+08.470797	58289585	044.8712783	+08.4707967	164.25	  12.85	21.70	18.53	27.60	36.00	 1.66	 0.13	12.986	 0.024	12.427	 0.030	12.023	 0.018
071.687535	+24.611184	59720050	071.6875347	+24.6111844	 89.82	 -60.94	22.10	 7.23	39.00	23.27	-1.12	 0.13	13.079	 0.023	12.493	 0.024	12.134	 0.023
071.061610	+05.732592	61085193	071.0616097	+05.7325922	 77.01	   0.73	17.90	13.98	40.60	20.33	-0.97	 0.13	13.668	 0.023	12.977	 0.030	12.522	 0.030
059.792397	+09.283960	61744937	059.7923972	+09.2839603	142.64	  -1.46	24.30	 9.45	35.90	27.78	 0.31	 0.15	12.488	 0.024	11.881	 0.025	11.585	 0.026
073.420483	-04.475991	62368274	073.4204831	-04.4759914	 81.80	  40.24	21.10	17.96	40.50	20.43	 0.69	 0.19	12.289	 0.024	11.662	 0.025	11.345	 0.021
028.413329	+32.322924	64520473	028.4133294	+32.3229236	213.87	 -24.22	24.10	29.14	16.20	42.40	-0.70	 0.13	12.772	 0.023	12.166	 0.028	11.838	 0.019
071.540236	+18.957787	66233827	071.5402364	+18.9577867	 79.39	 -37.66	19.30	 6.93	39.90	21.59	-1.14	 0.11	13.775	 0.024	13.121	 0.023	12.724	 0.026
052.521239	+24.091122	83198236	052.5212389	+24.0911217	180.08	 -53.41	26.90	14.50	31.10	33.08	-1.26	 0.14	12.386	 0.023	11.751	 0.022	11.385	 0.018
038.623095	+36.219710	83272180	038.6230953	+36.2197100	224.14	 -46.88	27.20	24.61	21.70	39.86	 1.31	 0.14	12.461	 0.021	11.826	 0.019	11.466	 0.019
079.810885	+24.126087	86457550	079.8108853	+24.1260869	 47.29	 -43.45	16.10	20.52	41.30	18.91	-0.03	 0.19	12.842	 0.021	12.224	 0.023	11.927	 0.020
041.552185	+05.940591	89385973	041.5521853	+05.9405908	145.72	   5.28	18.40	25.01	25.40	37.59	-1.23	 0.24	12.044	 0.022	11.425	 0.026	11.141	 0.021
080.405205	+01.757659	89445239	080.4052053	+01.7576586	 52.64	   8.44	17.90	19.99	43.20	14.04	-1.71	 0.23	12.172	 0.024	11.600	 0.023	11.282	 0.027
080.506445	+15.581855	90293948	080.5064447	+15.5818547	 44.53	 -22.17	15.80	20.89	42.90	14.93	-0.12	 0.16	13.111	 0.023	12.561	 0.023	12.237	 0.025
057.986399	+41.204686	90837505	057.9863986	+41.2046861	145.35	 -97.28	24.00	20.10	29.50	34.51	-0.37	 0.15	12.449	 0.021	11.897	 0.030	11.538	 0.022
057.739170	+18.301893	95886023	057.7391697	+18.3018933	182.99	 -32.25	29.70	14.18	34.40	29.62	 0.76	 0.11	12.967	 0.021	12.213	 0.022	11.779	 0.018
082.704407	+01.984947	99624511	082.7044069	+01.9849469	 37.86	  11.49	15.20	28.17	43.70	12.33	-0.12	 0.19	13.009	 0.030	12.409	 0.031	12.055	 0.031
